Datum ,NO (µg/m³),NO2 (µg/m³),Ozon (µg/m³),Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Windrichtung (°),Windgeschwindigkeit (m/s),Taupunkt (°C),,NO (µg/m³),NO Max,NO2 (µg/m³),NO2 Max,Ozon (µg/m³),Ozon Max,Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Temperatur (°C),Temperatur (°C),Ozon-8h-Mittel 12-20h,,Wind-G mittel (m/s),Wind-G Max
1/3/2014 10:30,9.2,18.1,39.4,9.2,37,0,124,2,,4/27/2014,3.58541666666667,9.5,13.75625,23.3,63.5829787234042,81.1,13.1979166666667,5758,23,15.9,11.5,74.0,31.8,1.0625,2
1/3/2014 11:00,15.1,25.9,29,8.9,56,0,135,1.6,,4/28/2014,19.6770833333333,75,38.0979166666667,70.2,25.7063829787234,49.5,13.1770833333333,3527,0.36,15.5,10.7,62.0,31.4,0.76875,1.6
1/3/2014 11:30,9.9,25.6,27.7,8.9,50,0,128,1.8,,4/29/2014,13.8276595744681,41.3,31.8212765957447,54.4,31.0234042553191,63.4,14.0729166666667,4896,0.42,17.5,12,44.7,30.8,0.7875,2
1/3/2014 12:00,7.1,25.6,31.1,9.6,40,0,143,1.6,,4/30/2014,24.0125,115.9,31.81875,53.4,39.6595744680851,86.5,14.6354166666667,7735,2.8,20.1,11.9,71.6,30.2,0.904166666666667,2.4
1/3/2014 12:30,8.7,25.3,34.8,10.1,20,0,176,2.4,,5/1/2014,2.74375,17.2,19.4,36.6,41.5744680851064,77.6,13.0270833333333,3442,27.3,16.3,11.7,68.5,29.8,0.7,1.3
1/3/2014 13:00,12.1,32.4,24.7,9,19,0,175,2.1,,5/2/2014,13.1170212765957,53.6,22.8446808510638,49.2,49.5829787234043,94.1,13.5833333333333,7233,0.72,17.5,10.3,76.9,29.1,1.38541666666667,3.2
1/3/2014 13:30,10.5,33.7,21.1,8.8,53,0,155,1.6,,5/3/2014,3.19166666666667,9.4,11.58125,35,64.7787234042553,79.8,9.34791666666666,4098,0,11.8,7.1,75.3,28.3,1.21458333333333,1.9
1/3/2014 14:00,15.7,32.1,23.7,9.3,113,0,150,1.6,,5/4/2014,6.07083333333333,16.8,21.5333333333333,41.6,62.7170212765957,107.9,10.53125,13897,0,16.5,3.4,100.3,28.4,0.833333333333333,1.8
1/3/2014 14:30,9,25,32.3,9.8,116,0,146,1.8,,5/5/2014,10.0574468085106,62.9,25.1148936170213,65.1,77.663829787234,127.7,14.225,13012,0,20.2,6.6,117.5,28.9,0.866666666666667,2.1
1/3/2014 15:00,7.6,27.3,31.1,10.3,74,0,147,1.3,,5/6/2014,6.77083333333334,21.3,31.1208333333333,54,70.2808510638298,107.2,16.8854166666667,7313,0,21.4,10.5,110.8,29.2,1.04791666666667,1.7
1/3/2014 15:30,6.3,21.9,37.9,10.9,70,0,155,1.7,,5/7/2014,11.4854166666667,45.7,26.5375,57.8,61.8063829787234,99.3,15.1145833333333,9304,9.69,19,12.5,81.0,29.6,1.45833333333333,3.5
1/3/2014 16:00,6.9,29.7,29.8,11.1,38,0,154,1.3,,5/8/2014,9.25581395348837,26.7,23.8023255813953,44,46.2651162790698,67.6,14.62,6738,15.64,19,10.3,57.7,29.6,0.962222222222222,2.2
1/3/2014 16:30,11.9,46.8,16,11.4,19,0,161,1.2,,5/9/2014,10.74375,25.4,22.5604166666667,44.6,53.3808510638298,76.6,16.1166666666667,7997,0.4,19.5,12.9,64.4,29.2,1.29583333333333,3.4
1/3/2014 17:00,5.7,46.4,13.9,11.4,0,0,137,0.7,,5/10/2014,2.6125,6.8,17.5791666666667,27.6,59.4782608695652,79.8,13.8,3251,0.83,17.3,11.7,67.1,28.2,1.07916666666667,2.4
1/3/2014 17:30,8.4,45.5,14,11.3,0,0,134,0.8,,5/11/2014,,,,,,,,,,,,,27.5,,
1/3/2014 18:00,5.6,39.5,22,11.5,0,0,153,1.2,,5/12/2014,10.2166666666667,24.3,21.35,32.5,62.0433333333333,71.7,12.8366666666667,11175,0.62,15.2,8.8,,26.8,1.57333333333333,4.2
1/3/2014 18:30,5.7,38.6,22,11.4,0,0,149,1.1,,5/13/2014,10.2511111111111,41.4,23.6177777777778,47.3,54.1545454545455,84.7,11.6282608695652,9051,0.94,15.5,8.6,72.6,25.7,1.3,2.9
1/3/2014 19:00,3.9,29.9,29.8,11.3,0,0,154,1.6,,5/14/2014,,,,,,,,,,,,,25.7,,
1/3/2014 19:30,3.2,27,31.6,11.2,0,0,151,1.8,,5/15/2014,9.57291666666666,32.4,17.34375,34.4,61.3255319148936,75.6,11.2041666666667,8065,0,14.2,7.7,75.6,26.0,1.58333333333333,2.4
1/3/2014 20:00,3.9,31.2,27.3,10.9,0,0,152,1.5,,5/16/2014,9.58958333333334,32.7,16.9416666666667,34.4,70.0148936170213,97.4,14.6041666666667,12566,0,19.8,9,89.0,25.8,1.64583333333333,2.8
1/3/2014 20:30,3.3,24.9,33.7,10.8,0,0,152,1.7,,5/17/2014,5.75744680851064,22.2,16.1510638297872,28,76.8127659574468,105.6,15.4916666666667,15223,0,20.3,10,102.1,25.7,1.48958333333333,3.4
1/3/2014 21:00,3.1,21.1,36.7,10.8,0,0,147,1.2,,5/18/2014,4.31041666666667,14.3,17.5333333333333,33.5,63.9829787234043,101,15.8645833333333,9655,0,21.3,9.5,93.5,26.4,0.729166666666667,1.9
1/3/2014 21:30,6.6,20.5,39.9,11,0,0,166,1.4,,5/19/2014,9.32083333333333,63,23.4833333333333,59.6,84.1914893617021,138.7,19.43125,15152,0,26.6,12.6,124.4,27.6,0.885416666666667,2.6
1/3/2014 22:00,4.4,11.6,49.7,11.6,0,0,182,1.6,,5/20/2014,6.76808510638298,44.9,23.8106382978723,67.9,109.902127659574,169,22.3958333333333,14912,0,28.1,14.8,151.4,29.2,1.15625,2.4
1/3/2014 22:30,3.8,6.7,63.7,11.7,0,0,193,2,,5/21/2014,7.21041666666667,45.2,21.6520833333333,68.9,110.093617021277,161.2,23.1895833333333,12790,0,29,14.8,155.9,31.2,1.79166666666667,4.5
1/3/2014 23:00,4.3,6.2,69.8,11.2,0,0,189,1.6,,5/22/2014,8.63043478260869,27.9,28.55,76.5,90.2777777777778,128.8,21.3291666666667,12227,1.49,27.3,15.9,147.8,33.6,1.32291666666667,4
1/3/2014 23:30,2.7,4.1,71.1,10.5,0,0,159,1.8,,5/23/2014,4.46041666666667,14.3,19.2041666666667,46.1,86.0791666666667,120.8,17.46875,11743,5.06,22.5,13.8,109.9,35.7,1.02708333333333,4.3
1/4/2014 0:00,2.6,2.7,69,10,0,0,140,1.6,,5/24/2014,4.18723404255319,14.4,15.8148936170213,39.3,85.9170212765957,114.8,16.0354166666667,9592,0.78,19.4,12.6,106.1,38.1,1.28333333333333,4.2
1/4/2014 0:30,2.5,3.5,63.3,9.9,0,0,149,1.5,,5/25/2014,3.82083333333333,12.1,16.3083333333333,37.1,74.9765957446809,113.2,17.7666666666667,12955,0,24.4,9.9,106.9,41.1,1.00625,2
1/4/2014 1:00,2.7,6.6,59.1,9.8,0,0,157,1.1,,5/26/2014,7.96666666666667,41.1,25.2625,54.8,69.7723404255319,102.9,17.53125,7032,5.81,20.9,14.3,91.1,43.9,0.791666666666667,2.4
1/4/2014 1:30,2.5,5.2,57.5,9.3,0,0,120,0.9,,5/27/2014,13.2659574468085,44.9,29.3212765957447,53.6,54.9255319148936,81.7,16.4333333333333,4542,0.54,19.2,14.3,70.9,46.6,1.12708333333333,3.5
1/4/2014 2:00,2.4,5,58,9.1,0,0,121,1,,5/28/2014,15.45,65.1,31.1020833333333,71.7,59.236170212766,84.7,16.3354166666667,5581,0,19.3,13.6,76.6,48.9,1.00416666666667,2.6
1/4/2014 2:30,2.7,5.5,57.1,8.8,0,0,149,1.2,,5/29/2014,5.21875,18.1,18.5458333333333,35.4,53.2191489361702,88.5,15.5625,5996,0,18.3,12.9,76.7,51.1,0.897916666666667,1.8
1/4/2014 3:00,2.6,4.8,60.5,9.2,0,0,161,1.3,,5/30/2014,2.11276595744681,15.8,8.31063829787234,33,52.8574468085106,77.3,12.2645833333333,7616,0.1,14.6,9.1,67.4,53.0,1.36041666666667,3
1/4/2014 3:30,2.6,5.8,,8.8,0,0,144,1.2,,5/31/2014,7.56875,31.1,20.0145833333333,41.1,56.8106382978723,101.3,14.9354166666667,12704,0,22,7.3,95.1,54.4,0.597916666666667,2.1
1/4/2014 4:00,2.7,8.1,51.3,8.6,0,0,135,1.1,,6/1/2014,2.48958333333333,11.5,16.0979166666667,36.1,74.3021276595745,116.8,15.48125,9863,10.89,21.7,11.3,105.9,56.0,0.795833333333333,2.9
1/4/2014 4:30,,,52.9,8.9,0,0,145,1.3,,6/2/2014,11.2851063829787,51.9,26.0808510638298,56.6,69.2021276595745,124.3,16.8333333333333,12165,0,22.2,11.9,109.1,57.3,0.854166666666667,2
1/4/2014 5:00,2.8,11.5,44.4,8.3,0,0,118,0.9,,6/3/2014,5.725,23,24.4958333333333,62.7,85.968085106383,134.7,17.3916666666667,11270,5.98,22.1,13.3,116.5,57.8,1.025,3.4
1/4/2014 5:30,4.1,16.2,36.5,7.7,0,0,120,0.8,,6/4/2014,7.65416666666667,61.8,25.1916666666667,59.9,60.6446808510639,108.1,16.3166666666667,8235,3.67,23,11.6,102.7,57.6,0.970833333333333,1.9
1/4/2014 6:00,6.1,21.1,30,7.6,0,0,132,0.8,,6/5/2014,8.22608695652174,39.2,21.2521739130435,41.4,64.7260869565217,89,16.2666666666667,13395,0,21.1,12,79.2,56.3,0.8125,1.3
1/4/2014 6:30,3.5,22.4,24.6,7.1,0,0,131,0.8,,6/6/2014,10.8083333333333,73.9,26.3229166666667,61.1,79.5234042553192,138.3,20.4104166666667,16384,0,28.6,10,124.0,53.7,0.71875,1.7
1/4/2014 7:00,3,15.2,37.6,7.5,0,0,107,1.5,,6/7/2014,2.94791666666667,14.4,22.4895833333333,57.5,105.236170212766,157.1,24.575,14513,0,31.9,15.1,144.0,51.5,0.647916666666667,1.5
1/4/2014 7:30,2.5,2.4,58.9,9,0,0,92,2.4,,6/8/2014,2.59148936170213,12,18.763829787234,66.3,111.840425531915,148.5,27.8729166666667,15416,0,34.9,19.3,137.6,50.7,0.84375,2.8
1/4/2014 8:00,3.3,3.2,55.3,9.4,0,0,96,2.7,,6/9/2014,1.92291666666667,6.7,18.98125,57.1,112.144680851064,175.2,28.475,15410,0,36.2,19.7,163.9,49.8,0.725,2.2
1/4/2014 8:30,3.5,8,46.9,9.1,3,0,122,1.6,,6/10/2014,8.45,29.2,41.0833333333333,72.2,80.7936170212766,165.4,26.5791666666667,10160,0.09,33.5,21.5,122.4,48.7,0.725,1.4
1/4/2014 9:00,2.8,8.7,43.6,8.8,9,0,114,1.6,,6/11/2014,8.17021276595744,25.6,30.331914893617,59.1,89.1425531914894,139.5,24.3083333333333,14114,0,28.5,20.3,131.3,47.7,1.75416666666667,3
1/4/2014 9:30,10.2,19.9,36.3,9.1,21,0,83,1.4,,6/12/2014,7.63541666666667,27.9,21.5729166666667,36.4,83.136170212766,137.3,22.4375,11602,0,27,17.5,121.7,46.3,1.31875,2.9
1/4/2014 10:00,3.1,5.5,49,9.3,35,0,79,3.2,,6/13/2014,8.74583333333333,32.3,21.7375,47.6,90.8255319148936,136.5,20.9,15768,0,25.7,15.1,123.7,45.7,1.65208333333333,3
1/4/2014 10:30,3,6.4,49.3,9.5,41,0,90,3.5,,6/14/2014,3.52127659574468,10.1,12.1148936170213,38.8,71.8617021276596,96.7,17.5520833333333,11725,0,21.1,14,103.8,45.1,1.4125,2.8
1/4/2014 11:00,2.9,7,49.3,9.6,45,0,98,3.2,,6/15/2014,2.18541666666667,7.6,8.725,19.6,79.1382978723404,101.3,18.24375,12697,0,23.1,12,96.3,44.4,1.27291666666667,3
1/4/2014 11:30,3.5,6,51.6,10,57,0,96,3.6,,6/16/2014,8.86875,42.8,21.0791666666667,55.1,72.6276595744681,104,18.3729166666667,10133,0,22.6,13.2,94.8,44.8,1.1875,2.6
1/4/2014 12:00,4.1,6.4,51.5,10.2,55,0,98,2.6,,6/17/2014,9.56170212765958,26.5,17.131914893617,27.3,56.5553191489362,86.3,17.9875,10289,0,22.9,13.3,76.3,44.9,1.3,2.4
1/4/2014 12:30,5.2,7.7,52.1,10.6,66,0,111,2,,6/18/2014,8.42291666666667,34.2,23.68125,46.7,74.8404255319149,116.5,20.10625,13871,0,26,12.6,108.5,44.8,1.09166666666667,2.3
1/4/2014 13:00,10,19.3,42.2,10.8,60,0,110,0.8,,6/19/2014,5.675,11.6,16.3166666666667,24.5,58.036170212766,87.1,18.5541666666667,14921,0.17,22.8,13.6,90.5,44.7,1.78125,3.1
1/4/2014 13:30,3.2,8,48.4,10.6,52,0,69,1.9,,6/20/2014,9.94130434782609,21.5,19.4565217391304,32.5,42.2173913043478,61.3,16.39375,9387,0.16,19.1,14,56.1,45.4,1.625,2.8
1/4/2014 14:00,8.9,16.3,40.2,10.4,64,0,70,1,,6/21/2014,5.92291666666667,19,17.25625,53.6,57.1787234042553,91.4,17.1208333333333,13767,0,22.6,11.5,82.6,46.1,0.966666666666667,2.2
1/4/2014 14:30,3.2,7.1,46.7,10.1,44,0,67,1.8,,6/22/2014,3.575,8.6,15.075,33.3,81.2340425531915,118.7,18.85,14320,0,24,11.4,115.2,47.4,1.10833333333333,2.3
1/4/2014 15:00,43.9,52.6,10.7,9.5,23,0.12,259,1.1,,6/23/2014,11.4148936170213,54.1,19.7191489361702,52.6,68.3255319148936,99.8,19.50625,15240,0,24.6,12.9,91.1,45.8,1.33541666666667,3.1
1/4/2014 15:30,21.7,48.2,6,8.3,16,0.61,313,0.4,,6/24/2014,9.35116279069767,43.2,19.4186046511628,46.6,76.1476190476191,121.6,20.2166666666667,14991,0,25.7,12.7,104.6,42.4,1.1,2.5
1/4/2014 16:00,39,54.5,3.3,8,14,0.34,163,0.8,,6/25/2014,9.68125,27.2,18.0083333333333,40.3,68.304255319149,90.3,17.5416666666667,14158,0,21,13.1,101.6,39.2,1.81875,3.4
1/4/2014 16:30,29.4,50.7,3,7.8,7,0.02,156,1,,6/26/2014,7.06382978723405,31.7,17.1553191489362,51.7,80.6170212765957,110.8,17.9604166666667,16010,0,23.3,10.7,102.4,36.5,1.11666666666667,2.2
1/4/2014 17:00,21.7,43.6,4,7.8,0,0.04,128,1.1,,6/27/2014,6.30208333333333,24.6,25.9625,44,92.2,143.6,21.1604166666667,12602,0,26.9,13.4,122.8,34.0,0.727083333333333,2
1/4/2014 17:30,22.8,43.3,3.1,7.7,0,0.05,144,1.1,,6/28/2014,1.62708333333333,11.1,14.0291666666667,31.5,69.5829787234043,96.6,19.2395833333333,6424,14.02,22.1,15.9,95.6,31.9,1.20208333333333,2.3
1/4/2014 18:00,17,41.5,5.5,7.7,0,0.03,141,1,,6/29/2014,3.68510638297872,14.5,13.5723404255319,28.8,54.336170212766,75,16.6833333333333,5210,4.53,19.5,13.8,74.6,29.2,1.15,3.3
1/4/2014 18:30,21.6,44.7,4.9,7.7,0,0,141,1,,6/30/2014,13.7625,64,24.9333333333333,52.4,48.6148936170213,87.8,16.4979166666667,8280,1.07,20.6,13.6,78.0,26.4,1.01875,2.8
1/4/2014 19:00,11,34.3,14.6,7.8,0,0,144,1.1,,7/1/2014,9.69583333333333,41.5,23.11875,47.3,77.4808510638298,120.7,18.2895833333333,14913,0,23.6,11.3,111.2,24.2,0.79375,2.1
1/4/2014 19:30,10.8,32.5,17.3,8.3,0,0,162,1,,7/2/2014,11.6574468085106,61.2,28.7063829787234,61.6,84.0744680851064,128,19.5854166666667,16294,0,25.6,12,123.1,22.1,0.985416666666667,2.4
1/4/2014 20:00,13.5,40.4,8.4,7.9,0,0,148,1,,7/3/2014,9.82127659574468,200.7,26.5659574468085,66.1,95.8869565217391,145,22.5229166666667,15602,0,29.3,14.7,128.9,19.4,0.854166666666667,1.8
1/4/2014 20:30,4.7,34.1,13.3,8,0,0,152,1.7,,7/4/2014,7.68541666666666,50.4,26.1895833333333,83,99.9723404255319,146.2,24.2,12323,3.62,30.9,17.4,132.5,17.0,1.22083333333333,2.2
1/4/2014 21:00,4.5,24.2,24.2,8.2,0,0,141,1.8,,7/5/2014,1.94042553191489,6.3,14.4468085106383,20.6,65.5936170212766,89.8,20.4645833333333,4514,1.05,23.3,18.8,104.0,15.9,0.91875,1.5
1/4/2014 21:30,3.7,30,24.2,8.4,0,0,155,2.2,,7/6/2014,1.72916666666667,6.4,10.2541666666667,22.8,65.2829787234043,95.2,24.5541666666667,12083,11.505,31.3,17.9,87.5,14.3,1.27083333333333,2.1
1/4/2014 22:00,3.2,25.4,30.5,8.5,0,0,147,1.6,,7/7/2014,11.2104166666667,56.1,17.39375,47.1,55.8361702127659,83.2,20.4666666666667,8536,6.91,24.6,17.5,82.3,13.7,1.13541666666667,2.1
1/4/2014 22:30,6.3,29.8,17.3,7.7,0,0,131,1,,7/8/2014,11.331914893617,35.2,27.9765957446808,50.4,39.2893617021277,80.9,16.26875,1740,18.195,18,13.8,72.6,11.9,1.02708333333333,2.8
1/4/2014 23:00,10,34.8,9.8,7.1,0,0,140,1,,7/9/2014,14.4166666666667,68,26.075,53.7,38.2425531914894,56.9,13.25,1635,18.57,14,12.5,54.3,11.8,1.39375,2.9
1/4/2014 23:30,12,30,14.5,7,0,0,130,1.2,,7/10/2014,9.50625,33,23.9625,41.3,28.6340425531915,42,15.3166666666667,5173,5.355,19.6,12.3,43.1,12.4,0.75625,1.4
1/5/2014 0:00,6.4,24.5,20.5,7.3,0,0,136,0.9,,7/11/2014,11.9085106382979,47,27.7148936170213,48.8,61.6765957446808,110.9,20.1583333333333,12134,0.07,25.9,15.7,100.6,13.4,0.779166666666667,2.3
1/5/2014 0:30,5.4,22,17.8,7.1,0,0,134,1.4,,7/12/2014,6.62083333333333,16.4,25.375,38.4,52.6702127659574,105.7,20.10625,7527,7.725,23.7,17.5,84.6,14.4,1.0875,3.1
1/5/2014 1:00,4.9,23.5,14.9,6.8,0,0,154,1,,7/13/2014,3.22083333333333,11.7,15.325,27.8,49.9893617021277,87.9,18.9020833333333,6206,5.4,21.9,16.6,74.0,15.1,1.03333333333333,3.4
1/5/2014 1:30,9.5,24.3,15.7,6.6,0,0,128,0.7,,7/14/2014,10.6765957446809,47.6,24.0446808510638,42,45.9276595744681,87.8,20.61875,9783,3.755,25.8,17.3,75.5,15.8,0.979166666666666,2.7
1/5/2014 2:00,4.6,19.5,17.9,6.7,0,0,131,1.5,,7/15/2014,7.57708333333333,28,22.875,43.1,62.768085106383,115.4,21.0604166666667,13211,0,26.8,14.9,102.0,16.6,0.7,1.3
1/5/2014 2:30,7.2,20.7,14.9,6.5,0,0,149,1.2,,7/16/2014,10.4125,47.5,26.5458333333333,52.4,62.2191489361702,115.1,22.19375,13472,0,28.6,16.3,93.9,17.2,0.833333333333333,2
1/5/2014 3:00,5.4,22.5,13,6.7,0,0,140,1.2,,7/17/2014,5.15106382978723,21.8,20.4851063829787,50.7,97.2382978723404,146.6,24.6020833333333,14780,0,30.6,16.4,133.4,17.1,0.695833333333333,2.5
1/5/2014 3:30,5.5,20.4,15.7,6.8,0,0,134,0.9,,7/18/2014,3.33333333333333,38.3,13.6958333333333,76.6,116.248888888889,160.9,27.7229166666667,15614,0,33.7,19.3,140.9,17.0,1.625,2.7
1/5/2014 4:00,3.1,14.9,29.6,7.7,0,0.06,163,1.9,,7/19/2014,1.17708333333333,10.3,10.9041666666667,39.5,131.897872340426,175.4,28.50625,14621,0,34.1,20.6,166.7,18.4,1.60625,3.5
1/5/2014 4:30,4,21.7,,7.2,0,0.09,168,1.9,,7/20/2014,1.85957446808511,6.5,20.9404255319149,50,73.2872340425532,120.9,23.3645833333333,4832,2.62,27.6,19.1,150.7,18.7,0.752083333333334,1.5
1/5/2014 5:00,3.4,23.1,19.3,6.8,0,0.16,171,1.7,,7/21/2014,6.35833333333333,18.5,25.30625,45.7,46.5829787234043,71.9,20.1541666666667,4822,25.69,22.9,18.3,65.1,18.4,1.1125,2.1
1/5/2014 5:30,3.1,14.4,36.7,6.7,0,0.23,192,1.3,,7/22/2014,9.82708333333333,41.2,19.7958333333333,49.5,73.1851063829787,121.5,23.6916666666667,9942,8.015,29,18.7,103.2,19.2,1.70208333333333,3.2
1/5/2014 6:00,3.1,11.9,47.2,6.8,0,0.41,181,0.9,,7/23/2014,7.41063829787234,68.1,16.5042553191489,74.6,99.3148936170213,134.5,25.5875,13489,0,30.2,20.8,129.7,20.3,1.32291666666667,3
1/5/2014 6:30,2.9,6.4,55.8,6.7,0,0.12,177,1.2,,7/24/2014,8.44375,39.9,24.5541666666667,54.7,81.0808510638298,116.6,23.2395833333333,11138,0.43,27.6,19.4,111.4,22.9,1.36041666666667,3.4
1/5/2014 7:00,2.9,7.1,62.2,6.7,0,0.03,183,1.4,,7/25/2014,8.38541666666667,37.8,26.2104166666667,54.5,84.0276595744681,137.1,21.80625,13870,1.42,27.6,15.8,108.1,26.4,0.9625,3
1/5/2014 7:30,2.8,3.4,68.3,6.7,0,0,176,1.4,,7/26/2014,6.16595744680851,22.1,27.6723404255319,54.3,69.2829787234043,122.4,21.4958333333333,9006,0,25.5,16.7,107.1,30.0,0.775,2.2
1/5/2014 8:00,3.6,6.1,65.7,6.7,0,0,190,1.3,,7/27/2014,3.13958333333333,9.7,16.5395833333333,34.1,96.6893617021277,154.8,22.3166666666667,12603,8.955,29,18.2,138.4,33.0,1.05833333333333,2.3
1/5/2014 8:30,2.9,6.3,62.6,6.6,2,0,178,1.5,,7/28/2014,7.62083333333333,41.6,22.9125,65.8,79.3468085106383,136.1,22.1395833333333,9990,11.51,28.4,17.2,119.1,36.0,0.741666666666667,2.5
1/5/2014 9:00,4.6,10.7,55.5,6.6,7,0,183,0.7,,7/29/2014,7.27234042553191,25.9,24.3957446808511,38.1,41.5574468085107,68.5,19.5791666666667,5197,2.54,23.1,17.7,81.4,38.7,0.777083333333333,1.3
1/5/2014 9:30,3.3,11.9,50.5,6.6,22,0,124,0.3,,7/30/2014,13.2541666666667,41.9,28.7041666666667,51.5,37.131914893617,63.3,19.88125,2481,13.645,21.4,17.9,48.7,41.0,1.03125,2.5
1/5/2014 10:00,4.1,12.4,50.4,6.7,48,0,354,0.4,,7/31/2014,10.1553191489362,46.7,23.3936170212766,41,63.1869565217391,124.4,21.4604166666667,12291,0,26.6,17.4,108.6,43.2,0.725,1.6
1/5/2014 10:30,11.1,23.1,46.3,7.1,53,0,252,0.6,,8/1/2014,5.90851063829788,47.6,16.1595744680851,56,81.7872340425532,127.3,22.5895833333333,12582,0,27.4,16.5,121.4,45.3,1.27083333333333,2.9
1/5/2014 11:00,8,23.7,43.5,7.3,33,0,185,0.9,,8/2/2014,3.17916666666667,14.2,19.6854166666667,50.7,80.1127659574468,121.2,22.3875,9187,1.35,26.4,17.5,107.6,47.3,0.827083333333333,2.6
1/5/2014 11:30,7.1,23.4,42.3,7.2,55,0,175,1.2,,8/3/2014,2.1875,10.9,13.8958333333333,28.7,68.2893617021277,93.2,21.8645833333333,8135,0.81,26.5,18.2,89.5,49.1,0.866666666666667,2.8
1/5/2014 12:00,7.5,20.3,45.8,7.2,58,0,189,1.2,,8/4/2014,10.731914893617,90,23.363829787234,42.9,52.0765957446809,83.4,21.05625,11465,1.52,26,17.3,72.4,50.1,1.075,4.1
1/5/2014 12:30,8,13.5,57.4,7.4,88,0,209,1.7,,8/5/2014,9.86875,48.9,23.3166666666667,43.9,57.4659574468085,101.9,19.175,9007,0,23.7,15.7,86.9,50.6,0.9375,2
1/5/2014 13:00,7.5,6.6,67.9,7.6,140,0,213,2.2,,8/6/2014,9.17916666666667,45.5,23.3541666666667,51.2,70.4617021276596,126.4,20.5875,9769,0,25.6,14.8,107.0,53.6,0.629166666666667,1.5
1/5/2014 13:30,7.5,9.3,68.2,7.6,91,0,213,1.7,,8/7/2014,6.27021276595745,23.9,20.636170212766,41.7,69.0510638297872,103.5,21.0958333333333,9862,1.61,26,16.7,86.5,55.6,0.725,1.6
1/5/2014 14:00,7.3,8.2,72.5,7.6,98,0,209,1.9,,8/8/2014,4.22291666666667,45.9,16.8145833333333,51.6,71.6468085106383,110,22.8958333333333,10712,0,28,16.2,102.5,57.2,1.00833333333333,2.5
1/5/2014 14:30,11.9,14.4,69.1,7.9,133,0,228,1.6,,8/9/2014,2.68958333333333,9,11.4270833333333,23.8,74.2829787234043,96.2,22.975,8814,0,26,20.5,88.4,58.0,1.35,3.9
1/5/2014 15:00,11.4,12.3,69.4,8.1,122,0,238,1.7,,8/10/2014,1.50212765957447,5,11.4234042553192,19.6,62.4702127659574,88.6,22.0395833333333,7732,6.44,28,17.1,83.3,58.5,1.14166666666667,2.3
1/5/2014 15:30,18.6,21.5,64.5,8.3,70,0,250,1.8,,8/11/2014,9.16875,27.4,19.7916666666667,37.8,55.8468085106383,79.7,20.3166666666667,11430,0,24.3,16.8,70.3,58.2,1.37708333333333,3.2
1/5/2014 16:00,11,17.6,61.6,8,40,0,205,1.5,,8/12/2014,7.21041666666667,25.7,19.2583333333333,35.8,53.1297872340426,76.5,19.4875,12329,0.35,23.9,15.6,71.1,58.0,1.06666666666667,2
1/5/2014 16:30,12.1,28.6,49,7.9,10,0,197,0.7,,8/13/2014,11.8085106382979,69.1,23.1872340425532,53.1,38.7617021276596,59.2,16.5458333333333,3829,7.275,20.3,14.4,59.5,57.1,0.825,1.7
1/5/2014 17:00,9.1,29.8,46.7,7.7,0,0,172,1,,8/14/2014,5.24255319148936,21.4,17.9063829787234,36.6,44.75,68.3,16.4979166666667,8481,7.88,21,14.4,57.1,56.6,1.10625,1.7
1/5/2014 17:30,4.9,33.1,41.4,7.2,0,0,166,0.9,,8/15/2014,4.59583333333333,23.1,19.45625,37.9,40.4468085106383,66.1,15.5270833333333,4832,6.775,18.5,14.3,55.2,56.0,0.970833333333333,1.5
1/5/2014 18:00,3.1,32.4,37.1,6.5,0,0,140,0.9,,8/16/2014,4.3,12.4,13.6063829787234,23,47.8085106382979,74.9,15.6395833333333,7035,4.21,19.3,13.8,66.3,55.2,1.22083333333333,3.2
1/5/2014 18:30,4,38.5,26.2,5.9,0,0,139,0.7,,8/17/2014,2.875,9.2,13.425,29.2,60.6765957446809,84.2,17.9895833333333,8746,0.635,21.7,13.7,80.3,53.9,1.2125,3.1
1/5/2014 19:00,4.6,42.3,19.2,5.4,0,0,126,0.9,,8/18/2014,7.85208333333333,43.7,21.1354166666667,44.7,47.7,67.4,16.1333333333333,3454,0.87,17.8,14,65.6,52.4,1.01875,2.4
1/5/2014 19:30,6.5,40.5,19,4.9,0,0,142,0.8,,8/19/2014,8.77021276595745,25.3,19.0893617021277,33.3,47.6829787234043,77.5,16.5291666666667,9890,0.055,21.5,11.9,69.5,50.9,1.2125,3.2
1/5/2014 20:00,3.7,33.7,21.4,4.5,0,0,136,0.8,,8/20/2014,9.62291666666667,50.5,23.5333333333333,44.9,47.3489361702128,80.6,15.2020833333333,9859,0,19.6,10,71.3,49.4,0.6125,1.5
1/5/2014 20:30,4.4,31.4,22.8,4.4,0,0,142,0.9,,8/21/2014,10.6291666666667,35.1,24.2083333333333,43.5,50.0212765957447,90.5,15.5458333333333,10119,0,20.8,10.8,75.0,47.3,1.03958333333333,2.9
1/5/2014 21:00,4.9,26.5,26,4.5,0,0,129,1.2,,8/22/2014,5.52553191489362,20.1,22.568085106383,36.3,55.7489361702128,88.4,16.00625,8252,0,21.4,10,76.3,44.6,0.897916666666667,1.6
